name	age	height_cm	weight_kgs	positions	nationality	overall_rating	potential	preferred_foot	international_reputation(1-5)	weak_foot(1-5)	skill_moves(1-5)
L. Duarte	28	170.18	71.2	CM,RM,LB	Netherlands	69	69	Left	1	4	3
S. Napoleoni	32	152.4	68.9	LM,CAM,ST	Italy	69	69	Left	1	4	3
J. Repas	21	170.18	68	LM	Slovenia	69	80	Left	1	5	3
M. Cuero	26	152.4	83	RM	Colombia	69	70	Right	1	3	3
C. Tiffert	37	182.88	78.9	CB,CDM	Germany	69	69	Right	1	3	3
M. Diallo	32	193.04	78	CDM,CM	Senegal	69	69	Right	1	3	2
M. Spielmann	23	182.88	73	LM,ST	Switzerland	69	76	Right	1	3	3
B. RadunoviÄ‡	22	193.04	89.8	GK	Serbia	69	80	Right	1	2	1
B. Tetteh	21	193.04	89.8	ST	Ghana	69	79	Right	1	2	3
K. Palmer	22	175.26	68	CAM,RM	England	69	77	Right	1	4	3
Auro	23	167.64	64	RB,RWB	Brazil	69	75	Right	1	3	4
A. Rudko	26	190.5	83	GK	Ukraine	69	73	Right	1	3	1
M. Clarke	22	187.96	73.9	CB	England	69	82	Left	1	3	3
V. Elm	33	190.5	83.9	CB	Sweden	69	69	Left	1	3	2
D. Marney	35	152.4	74.8	CM	England	69	69	Right	1	3	3
A. Sadiku	27	185.42	79.8	ST	Albania	69	70	Right	1	2	3
V. Hedenstad	27	152.4	73.9	RB	Norway	69	69	Right	1	3	3
D. CavarÃ©	24	182.88	83.9	RB	France	69	75	Right	1	2	3
L. VÃ¡squez	27	185.42	79.8	CDM	Colombia	69	71	Right	1	3	2
A. Erdem	30	175.26	66.2	LB	Turkey	69	69	Left	1	2	3
J. Murillo	25	182.88	72.1	CB,RB	Colombia	69	75	Right	1	3	2
D. De fauw	37	185.42	68.9	RB,CB	Belgium	69	69	Right	1	4	2
K. Miller	39	152.4	71.2	ST,CAM	Scotland	69	69	Right	2	4	3
Tiago Lopes	30	152.4	66.2	RB	Portugal	69	69	Right	1	3	3
M. Osuna	30	152.4	76.2	CDM,RB	Mexico	69	69	Right	1	3	3
C. Gamboa	29	175.26	74.8	RB	Costa Rica	69	69	Right	1	2	3
C. McLaughlin	27	182.88	71.2	RB,RWB	Northern Ireland	69	70	Right	1	3	3
A. Pearce	30	187.96	84.8	CB	Republic of Ireland	69	69	Right	1	2	2
E. Dening	30	175.26	69.9	ST,RM,LM,CAM	Argentina	69	69	Right	1	3	3
D. Bottinelli	32	167.64	67.1	CAM,CM	Argentina	69	69	Right	1	3	3
Buatu	25	187.96	87.1	CB	Angola	69	74	Right	1	3	2
M. Wallace	26	187.96	74.8	CB,LB	Scotland	69	72	Left	1	2	2
C. Galano	27	170.18	68.9	ST,RW,CAM	Italy	69	69	Left	1	2	3
S. Neumann	28	187.96	79.8	CB	Germany	69	71	Left	1	3	2
D. Pineda	23	152.4	66.2	LW,RW	El Salvador	69	75	Left	1	4	4
N. OmladiÄ	29	154.94	72.1	RM,CM	Slovenia	69	69	Left	1	3	3
J. Palmieri	32	170.18	66.2	LB	France	69	69	Left	1	3	3
J. Igbekeme	23	170.18	66.2	CM,LM	Nigeria	69	76	Left	1	2	3
O. Barreto	25	172.72	68	RM,RW,LM	Colombia	69	70	Right	1	3	4
D. Camara	24	185.42	76.2	ST,LM	Guinea	69	74	Right	1	2	3
I. Ezekiel	25	152.4	69.9	ST,RM	Nigeria	69	73	Right	1	3	3
A. Letellier	28	193.04	93	GK	France	69	70	Right	2	2	1
S. Bassong	32	187.96	73	CB	Cameroon	69	69	Left	2	3	2
A. Polo	24	175.26	71.2	RM,CM,LM	Peru	69	74	Right	1	3	3
B. Beckeles	33	182.88	83.9	RB	Honduras	69	69	Right	1	3	2
G. Robail	25	182.88	73	LM,ST	France	69	72	Right	1	3	3
Marc Gual	22	182.88	73	ST	Spain	69	76	Right	1	3	3
J. George	26	175.26	74.8	RM,CAM	Germany	69	70	Right	1	4	3
L. Valzania	23	182.88	77.1	CM	Italy	69	78	Right	1	3	3
P. Reulet	25	154.94	68	GK	France	69	75	Right	1	3	1
L. James	26	187.96	79.8	ST	Nigeria	69	72	Right	1	3	3
J. Attinella	30	187.96	86.2	GK	United States	69	69	Right	1	2	1
J. Henry	29	182.88	77.1	CAM,CM,RM	England	69	69	Right	1	3	3
Renato Rochela	27	187.96	77.1	CAM,LM	Brazil	69	69	Left	1	3	3
S. Chernik	30	187.96	83.9	GK	Belarus	69	69	Right	1	2	1
Francisco Ramos	23	185.42	76.2	CM,CAM	Portugal	69	74	Right	1	3	3
G. MiloviÄ‡	30	195.58	92.1	CB	Croatia	69	69	Right	1	3	2
O. Hamzaoui	28	185.42	76.2	ST	Algeria	69	69	Left	1	2	3
A. Armstrong	22	172.72	68.9	LM,ST	England	69	80	Right	1	3	3
J. Blanco	26	182.88	68.9	LM,ST,CAM	Colombia	69	70	Right	1	3	3
I. Anya	31	167.64	72.1	RW,LB	Scotland	69	69	Right	1	4	3
K. Bua	25	154.94	76.2	LM,RM,ST	Switzerland	69	72	Right	1	4	3
L. Barrera	28	152.4	78.9	LM	Argentina	69	69	Left	1	3	3
V. Pule	26	170.18	64	LW,LM,CAM,CF	South Africa	69	70	Left	1	3	3
S. Lobjanidze	24	175.26	62.1	LM,ST	Georgia	69	75	Left	1	4	3
D. Texeira	28	182.88	68.9	ST	Uruguay	69	69	Right	1	4	3
Yohan Tavares	31	187.96	82.1	CB	Portugal	69	69	Right	1	3	2
M. Costanzo	31	152.4	73.9	CAM,ST,CM	Switzerland	69	69	Right	1	3	3
J. Meredith	30	152.4	73	LB	Australia	69	69	Left	1	2	3
Ever Sineiro	31	167.64	59.9	CAM,ST	Brazil	69	69	Right	1	4	3
E. Tozlu	28	152.4	73.9	ST,LM,RM	Turkey	69	69	Left	1	3	3
A. Ramos	26	167.64	69.9	ST,RW	Chile	69	69	Right	1	3	3
Momo	36	152.4	68	LM,RM,CAM	Spain	69	69	Left	1	3	3
B. Paulsen	27	190.5	77.1	CB,RB,CAM	Denmark	69	72	Right	1	3	2
F. Renzetti	31	172.72	71.2	LB,LM	Italy	69	69	Left	1	3	2
Zhang Chengdong	30	187.96	86.2	RM	China PR	69	69	Right	1	3	3
M. Chirinos	23	165.1	68.9	LM,LW,RM,RW	Honduras	69	76	Right	1	4	3
J. PÃ©rez	27	152.4	72.1	ST	Colombia	69	70	Right	1	3	3
A. Ã–ztÃ¼rk	25	185.42	89.8	CDM	Belgium	69	75	Right	1	3	3
C. Jenkinson	27	185.42	77.1	RB	England	69	70	Right	2	2	3
E. Lichaj	30	152.4	79.8	RB,LB,RWB	United States	69	69	Right	1	3	2
G. Boyd	33	185.42	78.9	RM,LM,LWB	Scotland	69	69	Left	1	4	3
C. MuÃ±oz	29	172.72	67.1	ST	Chile	69	69	Right	1	3	2
M. Mier	28	154.94	76.2	LM,ST,CAM,LW	Uruguay	69	69	Left	1	3	3
Paulo Daineiro	35	167.64	62.1	CAM	Brazil	69	69	Right	1	3	3
Oriol Rosell	26	182.88	76.2	CDM,CM	Spain	69	73	Right	1	4	3
V. Anita	29	167.64	66.2	CDM,RB,LB	Netherlands	69	69	Right	2	3	3
J. Medina	21	152.4	69.9	RW,CAM	Paraguay	69	79	Left	1	3	3
H. ter Avest	21	182.88	78	RB,RWB,RM	Netherlands	69	77	Right	1	3	3
R. Stearman	31	190.5	76.2	CB	England	69	69	Right	1	3	2
N. Gavory	24	182.88	76.2	LB,CDM	France	69	74	Left	1	3	3
G. Madine	28	190.5	74.8	ST	England	69	69	Right	1	3	2
M. YÄ±ldÄ±rÄ±m	28	190.5	81.2	GK	Turkey	69	71	Left	1	2	1
S. Å tiliÄ‡	31	182.88	74.8	CAM	Bosnia Herzegovina	69	69	Left	1	2	3
T. Chancalay	20	175.26	64.9	LW,ST,RW	Argentina	69	79	Right	1	3	3
I. Parlak	32	154.94	73.9	ST,RM,LM	Turkey	69	69	Right	1	3	2
J. Scowen	25	152.4	73.9	CDM,CM	England	69	72	Right	1	3	3
L. Boyce	27	182.88	74.8	ST	Northern Ireland	69	69	Right	1	3	3
C. Beck	30	195.58	88	ST	Germany	69	69	Left	1	4	2
Antonaldo Laforte	27	152.4	82.1	CAM,CM	Brazil	69	69	Right	1	3	2
H. Yamada	30	172.72	66.2	LM,CAM,CM,CF	Japan	69	69	Right	1	3	3
Jo Sung Jin	28	187.96	78	CB	Korea Republic	69	70	Right	1	3	2
TomÃ¡s Podstawski	24	154.94	72.1	CDM,CM	Portugal	69	76	Right	1	4	3
Servando	35	154.94	74.8	CB,RB	Spain	69	69	Right	1	3	2
C. Roberts	23	175.26	71.2	RB,RW,LB	Wales	69	77	Right	1	4	3
F. Bahlouli	23	182.88	82.1	CAM	France	69	76	Right	1	4	3
Pol GarcÃ­a	24	182.88	74.8	CB,LB	Spain	69	75	Left	1	3	2
M. Kucharczyk	27	152.4	78	RM,LM	Poland	69	69	Right	1	3	3
V. Sasso	28	190.5	82.1	CB	France	69	71	Right	1	3	2
E. Amor	23	182.88	79.8	CB	Argentina	69	77	Right	1	3	2
J. Wurtz	26	182.88	78	ST,CAM	Germany	69	70	Right	1	3	3
R. Lindgren	34	154.94	73	CB	Sweden	69	69	Right	1	4	2
M. TankoviÄ‡	24	152.4	73.9	CAM,ST	Sweden	69	74	Right	1	4	3
Y. Stark	28	185.42	81.2	CDM,CM	Germany	69	70	Right	1	4	2
Cris	35	152.4	72.1	CDM,CM	Portugal	69	69	Right	1	3	3
K. Parks	21	193.04	74.8	CM,CDM	United States	69	80	Right	1	3	3
Pomares	26	182.88	73.9	LB,CB	Spain	69	72	Left	1	3	2
L. Spendlhofer	25	187.96	82.1	CB	Austria	69	74	Right	1	3	2
H. Ã–zmert	33	182.88	79.8	CDM,CAM	Turkey	69	69	Right	1	2	3
J. Clarke-Salter	21	187.96	69.9	CB	England	69	81	Left	1	3	2
Verza	32	154.94	78	CDM,CM	Spain	69	69	Right	1	4	2
B. Dja DjÃ©djÃ©	28	170.18	71.2	RB,CDM	Ivory Coast	69	69	Right	2	2	3
G. PuÅŸcaÅŸ	22	187.96	78	ST	Romania	69	77	Right	1	3	3
B. Ampuero	25	182.88	82.1	CB	Chile	69	74	Right	1	3	2
D. Arzani	20	170.18	73	RM,CAM,LM	Australia	69	83	Right	1	3	4
Y. Takahagi	32	182.88	68.9	CM,CDM	Japan	69	69	Right	1	2	3
F. Bredlow	24	190.5	89.8	GK	Germany	69	74	Left	1	4	1
E. Lenjani	29	175.26	64.9	LB,LM,LWB	Albania	69	69	Left	2	3	3
M. YatabarÃ©	33	185.42	69.9	ST	Mali	69	69	Right	1	3	3
F. Campbell	31	172.72	82.1	ST	England	69	69	Right	2	3	3
B. Nehrig	32	154.94	81.2	CDM	Germany	69	69	Right	1	4	2
Wellington	26	182.88	67.1	RW,ST	Brazil	69	70	Right	1	5	3
Filipe Ferreira	28	152.4	72.1	LB	Portugal	69	69	Left	1	3	3
D. Accam	28	175.26	78.9	LW,LM	Ghana	69	69	Right	1	3	3
A. Tighadouini	26	154.94	84.8	LW,LM	Morocco	69	70	Right	1	4	3
J. Cuffaut	30	154.94	74.8	RWB,RB	France	69	69	Right	1	3	2
G. Bruno	27	154.94	73	ST,RM,LM	Belgium	69	70	Right	1	3	3
R. BrÃ©gerie	32	190.5	89.8	CB	France	69	69	Right	1	3	2
I. Cardona	21	185.42	77.1	ST	France	69	78	Right	1	3	3
VÃ­tor GonÃ§alves	26	172.72	68.9	CM	Portugal	69	70	Right	1	3	3
M. GÃ³mez	25	185.42	72.1	LM	Colombia	69	72	Left	1	3	3
L. KlÃ¼nter	22	182.88	73	RB,CB	Germany	69	78	Right	1	3	3
V. Klonaridis	26	154.94	76.2	RM,LM,CAM	Belgium	69	70	Right	1	3	3
Mika	28	195.58	89.8	GK	Portugal	69	72	Left	1	2	1
N. Onuoha	32	187.96	78	CB	England	69	69	Right	2	2	2
I. Rivas	30	152.4	79.8	CM,CAM	Colombia	69	69	Right	1	3	3
S. Gustafson	24	185.42	79.8	CM,CAM	Sweden	69	73	Right	1	3	3
N. Thomsen	25	154.94	74.8	LM,RM	Denmark	69	71	Right	1	3	3
S. Wangberg	27	187.96	84.8	CB	Norway	69	72	Right	1	3	2
D. Wheater	32	195.58	87.1	CB	England	69	69	Right	1	3	2
M. Baudry	29	187.96	82.1	CB	Congo	69	69	Right	1	3	2
J. Shackell	35	193.04	83	CB	England	69	69	Left	1	3	2
Baena	30	154.94	72.1	CDM,CM	Spain	69	69	Right	1	3	2
A. Bouka Moutou	30	175.26	76.2	LB	Congo	69	69	Left	1	2	3
L. Sequeira	23	172.72	68.9	RM,ST,LM	Argentina	69	77	Right	1	3	3
L. Peltier	32	152.4	73	RB,RWB,LB	England	69	69	Right	1	2	2
Fran Villalba	20	167.64	64.9	CM,CAM	Spain	69	79	Right	1	3	3
B. Mansilla	21	154.94	78.9	LM,ST	Argentina	69	80	Left	1	3	3
G. Bojanich	33	190.5	84.8	CB	Argentina	69	69	Right	1	2	2
L. Diarte	25	175.26	73	LB	Argentina	69	74	Left	1	3	2
A. PaloÄeviÄ‡	25	154.94	66.2	CM,CAM	Serbia	69	74	Right	1	4	3
S. Riether	35	175.26	72.1	RB,CB	Germany	69	69	Right	2	3	2
O. Vizcarrondo	34	190.5	84.8	CB	Venezuela	69	69	Right	2	2	2
C. Ã‡avlan	27	175.26	69.9	LB	Netherlands	69	70	Left	1	4	3
LuÃ­s Martins	26	152.4	67.1	LB	Portugal	69	70	Left	1	2	3
Farley	25	152.4	64.9	LM,LW,CAM	Brazil	69	72	Right	1	3	3
P. Klandt	35	182.88	84.8	GK	Germany	69	69	Right	1	3	1
M. WaguÃ©	20	152.4	69.9	RB	Senegal	69	81	Right	1	3	3
E. Castillo	32	170.18	77.1	LB,LWB	United States	69	69	Left	1	3	3
A. Teikeu	28	187.96	88.9	CB	Cameroon	69	71	Left	1	3	2
M. Abero	28	182.88	81.2	LB,LM	Uruguay	69	69	Left	1	2	2
I. JimÃ©nez	29	175.26	71.2	RB	Mexico	69	69	Right	1	3	3
R. GÃ­slason	31	182.88	78	ST,RM,LM	Iceland	69	69	Right	1	3	2
A. BarillÃ 	30	154.94	78	CM,CDM	Italy	69	69	Left	1	3	3
J. Hobbs	30	190.5	84.8	CB	England	69	69	Right	1	2	2
G. Valsvik	25	195.58	91.2	CB	Norway	69	73	Left	1	2	2
R. Vilchis	29	165.1	66.2	LM	Mexico	69	69	Right	1	2	3
D. Rotariu	23	154.94	72.1	RW	Romania	69	75	Left	1	4	4
J. CzerwiÅ„ski	27	182.88	74.8	CB	Poland	69	70	Right	1	3	2
Palanca	31	170.18	73	RM,LM	Spain	69	69	Right	1	3	3
L. Blessing	22	165.1	64	RW,LW,ST	Ghana	69	79	Right	1	4	3
T. Kuszczak	36	190.5	83.9	GK	Poland	69	69	Right	2	2	1
Josete	30	152.4	78.9	CB,CDM	Spain	69	69	Left	1	3	2
M. PittÃ³n	24	175.26	69.9	CM,CDM	Argentina	69	76	Right	1	3	3
J. Meffert	24	185.42	77.1	CDM,CM	Germany	69	73	Right	1	3	2
F. Kamberi	24	187.96	86.2	ST,RM	Switzerland	69	78	Right	1	3	3
Cai Huikang	29	182.88	82.1	CDM,CM	China PR	69	69	Right	1	3	2
J. Gyamerah	23	182.88	77.1	RB,CB	Germany	69	77	Right	1	3	3
B. Holman	34	152.4	74.8	CAM	Australia	69	69	Right	2	4	3
I. Ouali	30	175.26	69.9	LW,RW	Algeria	69	69	Left	1	3	3
L. FrÃ¶de	24	193.04	84.8	CDM,CB,CM	Germany	69	77	Right	1	2	2
J. Cordoval	29	167.64	67.1	RB	France	69	69	Right	1	2	2
V. Mannone	31	187.96	79.8	GK	Italy	69	69	Right	1	3	1
P. Mina	33	182.88	81.2	GK	Colombia	69	69	Right	1	2	1
R. Ibarra	24	175.26	76.2	LM,LW	Ecuador	69	73	Right	1	4	3
Sandro Maceira	27	152.4	73.9	CAM	Brazil	69	69	Right	1	3	3
N. IbÃ¡Ã±ez	37	185.42	84.8	GK	Argentina	69	69	Right	1	2	1
M. Cremonesi	30	182.88	78	CB	Italy	69	69	Right	1	2	2
M. Wasilewski	38	185.42	88	CB	Poland	69	69	Right	2	2	2
Ripa	33	152.4	73	LB,LWB	Spain	69	69	Left	1	3	2
S. Ã‡ikalleshi	28	185.42	79.8	ST	Albania	69	69	Right	1	4	2
A. Collin	33	187.96	86.2	CB	France	69	69	Right	1	3	2
C. Strohdiek	31	193.04	87.1	CB	Germany	69	69	Right	1	3	2
J. Paganoni	30	170.18	64.9	RB	Mexico	69	69	Right	1	3	3
T. Weah	19	185.42	66.2	ST,LW	United States	69	85	Right	1	3	3
A. Vilches	27	154.94	79.8	ST,LW	Chile	69	69	Right	1	3	3
F. Noguera	25	193.04	97.1	CB	Argentina	69	74	Right	1	2	2
M. Stoppelkamp	32	154.94	74.8	LM,CM,RM	Germany	69	69	Right	1	2	3
J. Bidwell	25	182.88	69.9	LB,LWB	England	69	72	Left	1	2	2
C. Luna	37	152.4	82.1	ST	Argentina	69	69	Right	1	3	2
C. IbargÃ¼en	23	154.94	78.9	ST	Colombia	69	77	Right	1	3	3
Rafael Costa	28	182.88	78.9	CM,CAM	Brazil	69	69	Left	1	3	3
A. Ndour	25	185.42	69.9	LB	Senegal	69	71	Left	1	3	2
M. Duffy	24	152.4	74.8	LM,RM	Northern Ireland	69	75	Right	1	4	4
T. Antonis	25	154.94	73.9	CM,CDM,CAM	Australia	69	70	Right	1	5	3
G. Mandjeck	30	185.42	77.1	CDM	Cameroon	69	69	Right	1	3	2
HÃ©lder Ferreira	21	154.94	69.9	RM	Portugal	69	76	Right	1	3	3
B. Safari	34	154.94	73.9	CB	Sweden	69	69	Left	2	2	2
B. Mkhwanazi	29	182.88	74.8	CB	South Africa	69	70	Right	1	3	2
Paulo Fajarda	27	154.94	78	CB	Brazil	69	69	Right	1	3	2
B. Saller	26	152.4	69.9	RB,CM	Germany	69	72	Right	1	3	3
K. D'Haene	28	167.64	63	LB,LM	Belgium	69	69	Left	1	2	3
D. McNeil	19	182.88	68	LM	England	69	81	Left	1	2	3
J. Sambia	22	185.42	73	CM,CAM	France	69	77	Right	1	4	3
E. Izaguirre	32	152.4	77.1	LB	Honduras	69	69	Left	1	3	3
A. Villete	27	187.96	78.9	GK	Uruguay	69	72	Right	1	2	1
A. Camargo	29	175.26	68	CM,CDM	Argentina	69	69	Right	1	3	2
H. Arslan	30	185.42	76.2	CDM,CAM	Turkey	69	69	Right	1	2	3
B. Nivet	42	152.4	74.8	CAM,CM	France	69	69	Right	2	3	2
M. Watkins	28	152.4	64.9	RM,ST	Wales	69	69	Right	1	3	3
A. Barkok	20	187.96	74.8	RM,CAM	Germany	69	81	Right	1	3	4
L. Dickmann	22	152.4	69.9	RB,RM	Italy	69	78	Right	1	3	3
A. Corzo	29	172.72	74.8	RB,RWB	Peru	69	69	Right	1	3	3
R. Romo	29	198.12	84.8	GK	Venezuela	69	71	Right	1	2	1
D. Jones	34	182.88	79.8	CM	England	69	69	Left	1	2	3
M. Kaye	24	185.42	77.1	CM,CAM	Canada	69	76	Left	1	3	3
M. Scozzarella	30	175.26	64.9	CM,CDM	Italy	69	69	Right	1	3	3
C. Dibon	28	182.88	78.9	CB,CDM	Austria	69	71	Right	1	3	2
H. Kekana	33	175.26	73	CDM	South Africa	69	69	Right	1	4	3
S. Salger	29	182.88	76.2	CB,CDM,LB	Germany	69	70	Left	1	3	2
Nacho MÃ©ndez	20	152.4	73	CM,CDM,CAM	Spain	69	82	Left	1	3	3
David RodrÃ­guez	33	152.4	74.8	ST	Spain	69	69	Right	1	3	3
T. JuriÄ‡	27	190.5	84.8	ST	Australia	69	70	Right	1	4	3
G. Maluleka	30	170.18	76.2	CM,CAM	South Africa	69	69	Right	1	4	3
F. AyÃ©	22	182.88	74.8	ST,RM	France	69	76	Right	1	3	3
C. CorvalÃ¡n	29	152.4	78	LB	Argentina	69	69	Left	1	3	2
A. Almici	26	152.4	74.8	RB,RM	Italy	69	71	Right	1	3	2
V. van Crooij	23	152.4	69.9	LM,RM	Netherlands	69	75	Left	1	3	3
A. Bastoni	19	190.5	74.8	CB	Italy	69	86	Left	1	3	2
C. CÃ¡ceda	27	182.88	74.8	GK	Peru	69	69	Right	1	2	1
J. Mees	22	154.94	73	LW,ST,RW	Germany	69	78	Right	1	4	3
Tang Miao	28	152.4	73.9	RWB,RB,RM	China PR	69	69	Right	1	3	2
MiguelÃ³n	23	170.18	68	RB,RM	Spain	69	77	Right	1	3	2
U. Ã‡iftÃ§i	26	154.94	73	LB,LWB	Turkey	69	72	Left	1	3	3
M. Gersbeck	23	187.96	79.8	GK	Germany	69	77	Left	1	3	1
E. TaÅŸkÄ±ran	29	190.5	83	GK	Turkey	69	71	Right	1	2	1
Kim Kwang Suk	36	182.88	73	CB	Korea Republic	69	69	Right	1	3	2
M. Rojas	27	167.64	64	RW,LW	New Zealand	69	69	Right	1	4	4
N. SangarÃ©	24	185.42	72.1	RB	Turkey	69	75	Right	1	2	2
J. Moya	26	185.42	77.1	CB,RB	Colombia	69	73	Right	1	3	2
J. Vaughan	30	182.88	83	ST	England	69	69	Right	1	3	3
B. Tashchy	25	193.04	89.8	ST,CF,CAM	Ukraine	69	73	Right	1	4	3
Q. Martinus	28	182.88	69.9	RM,LM	Curacao	69	69	Left	1	3	3
J. Knudsen	26	185.42	82.1	LB,CB,LWB	Denmark	69	72	Left	1	3	2
Hong Chul	28	175.26	67.1	LB,LM	Korea Republic	69	69	Left	1	3	2
Y. BÃ¡rcenas	25	175.26	74.8	RM,LM	Panama	69	72	Right	1	3	3
M. Schuhen	26	187.96	84.8	GK	Germany	69	72	Right	1	3	1
T. Fontaine	27	182.88	83	CB	Madagascar	69	69	Left	1	2	2
T. Guidara	22	172.72	68	RB	Argentina	69	79	Right	1	2	3
G. Carabajal	27	152.4	74.8	RM,LM	Argentina	69	69	Right	1	3	3
T. Awoniyi	21	182.88	73.9	ST	Nigeria	69	78	Right	1	2	2
G. Ã…sen	27	182.88	71.2	CAM,LW,CF	Norway	69	70	Left	1	3	3
G. Kobel	21	193.04	89.8	GK	Switzerland	69	78	Right	1	2	1
Wu Xi	30	154.94	74.8	CM,CDM,LM	China PR	69	69	Right	1	4	3
B. Uphoff	25	193.04	83.9	GK	Germany	69	74	Right	1	2	1
E. Ocansey	21	172.72	71.2	RM,LM,RW,LWB	Ghana	69	78	Left	1	4	3
J. Carranza	37	187.96	88	GK	Argentina	69	69	Right	1	3	1
L. Masopust	26	152.4	76.2	RM,RW,RB,LM	Czech Republic	69	70	Right	1	4	3
E. HernÃ¡ndez	32	162.56	64.9	LB	Mexico	69	69	Left	1	4	3
R. Bormuth	23	190.5	87.1	CB	Germany	69	77	Right	1	3	2
T. Hayashi	36	187.96	87.1	GK	Japan	69	69	Right	1	2	1
Shin Hyung Min	32	182.88	77.1	CDM	Korea Republic	69	69	Right	2	5	3
Fausto Tienza	29	182.88	78	CDM,CM	Spain	69	69	Right	1	3	3
Leandrinho	25	152.4	69.9	CAM,CM	Brazil	69	74	Right	1	3	4
SantamarÃ­a	34	182.88	74.8	GK	Spain	69	69	Right	1	3	1
C. Dessers	24	185.42	79.8	ST	Belgium	69	74	Right	1	4	3
C. Bonilla	25	187.96	79.8	GK	Colombia	69	72	Right	1	2	1
A. Linde	25	195.58	93	GK	Sweden	69	74	Right	1	2	1
L. Maina	19	172.72	69.9	LM,RM	Germany	69	82	Right	1	3	3
H. Takahashi	31	182.88	74.8	CDM,CM	Japan	69	69	Right	1	3	2
C. Techera	26	157.48	68	RM,LM	Uruguay	69	70	Left	1	4	3
M. Fares	23	182.88	74.8	LM,LB,LW	Algeria	69	77	Left	1	3	3
Alfaro	32	175.26	73	RM,CAM,LM,ST	Spain	69	69	Right	1	3	3
M. Turner	24	190.5	78.9	GK	United States	69	77	Right	1	2	1
Dani RodrÃ­guez	30	152.4	71.2	CM,LM,CAM	Spain	69	69	Right	1	3	3
RÃºben Macedo	22	170.18	63	LW,RW	Portugal	69	77	Right	1	3	3
P. Daka	20	182.88	71.2	ST	Zambia	69	86	Right	1	3	3
Jaimosa Cavaco	31	167.64	59.9	RB	Brazil	69	69	Right	1	3	2
S. Walsh	23	154.94	73	CDM,RB,CB,CM	Netherlands	69	74	Right	1	3	3
S. Dallas	27	182.88	81.2	LM,RM,RB	Northern Ireland	69	69	Right	1	3	3
I. GonzÃ¡lez	34	182.88	83.9	CB	Mexico	69	69	Left	1	3	2
Carvamelinho	35	152.4	74.8	RB	Brazil	69	69	Right	1	3	2
S. Gonda	30	187.96	83	GK	Japan	69	69	Right	1	2	1
Q. Cornette	25	172.72	74.8	RM	France	69	72	Right	1	2	3
B. Aouacheria	24	182.88	73.9	RW	France	69	72	Right	1	3	3
A. Ivan	22	187.96	81.2	LM,ST,RW	Romania	69	76	Right	1	4	3
Renatao Baumer	35	152.4	76.2	LB	Brazil	69	69	Left	1	2	2
P. Kieszek	34	187.96	82.1	GK	Poland	69	69	Right	1	2	1
Linares	36	154.94	78	ST	Spain	69	69	Right	1	4	2
S. Bentivoglio	33	182.88	74.8	CM,CAM,CDM	Italy	69	69	Right	1	3	2
A. Vega	21	172.72	77.1	ST,LM,RM	Mexico	69	78	Right	1	3	3
S. Bolbat	25	175.26	66.2	LM	Ukraine	69	72	Right	1	4	3
R. Bezjak	30	152.4	69.9	ST,LM	Slovenia	69	69	Right	1	3	3
P. Ziereis	25	187.96	82.1	CB,RB	Germany	69	73	Right	1	3	2
P. van Anholt	27	170.18	69.9	RB,LB	Netherlands	69	70	Right	1	3	3
M. Jacobs	26	175.26	73.9	LM,RM	England	69	69	Right	1	3	3
M. Prietl	27	187.96	78.9	CDM,CM,CB	Austria	69	71	Right	1	3	2
H. HalldÃ³rsson	34	193.04	88	GK	Iceland	69	69	Right	1	2	1
Y. Thoelen	28	187.96	88.9	GK	Belgium	69	71	Right	1	2	1
S. Sparagna	24	185.42	82.1	CB,CDM	France	69	75	Right	1	2	2
Y. Brecher	25	195.58	88	GK	Switzerland	69	73	Right	1	2	1
D. Verhulst	31	193.04	94.8	GK	Belgium	69	69	Right	1	3	1
M. Brighi	38	152.4	77.1	CM,CDM	Italy	69	69	Right	2	3	3
J. Fojut	31	187.96	83	CB	Poland	69	69	Right	1	4	2
T. Bradshaw	26	152.4	71.2	ST	Wales	69	71	Right	1	3	3
Gustavo Cascardo	21	175.26	66.2	RB	Brazil	69	76	Right	1	3	3
F. Mazzeo	35	152.4	77.1	ST,CF,RW	Italy	69	69	Left	1	3	3
D. ValdÃ©s	28	152.4	76.2	ST	Colombia	69	69	Right	1	3	3
M. van Duinen	27	185.42	74.8	ST	Netherlands	69	70	Right	1	4	3
Sandeiro Leal	31	187.96	76.2	CAM	Brazil	69	69	Right	1	3	3
L. Morosini	23	175.26	69.9	CAM,CF	Italy	69	75	Right	1	3	3
Enzo	23	182.88	78	CAM,CM,CF	France	69	76	Right	1	4	3
GÃ©gÃ©	31	182.88	83	CB	Cape Verde	69	69	Right	1	3	2
B. TourÃ©	26	182.88	77.1	CDM,CM	Mali	69	73	Right	1	3	2
C. Benschop	29	190.5	89.8	ST,CAM	Curacao	69	69	Right	1	3	3
C. ChantÃ´me	31	152.4	69.9	CDM,CM	France	69	69	Right	2	3	3
Y. Salmier	26	187.96	84.8	CB	France	69	72	Right	1	3	2
E. Mathoho	29	190.5	76.2	CB	South Africa	69	71	Right	1	3	2
M. Valoti	25	187.96	73	CM,CAM	Italy	69	73	Right	1	4	3
N. Cozza	20	152.4	72.1	CB,LWB	France	69	85	Left	1	3	2
J. Young	33	154.94	83	GK	England	69	69	Left	1	2	1
